Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1661936570,Device: id=0,TX,0.14217237537818,402.43426640022,425.18184646073,145845,51605976
1661936571,Device: id=0,TX,0.6352572784245,1796.5663946887,1898.2075592367,781153,276194706
1661936572,Device: id=0,TX,0.70548353987353,1999.9427683517,2112.8201347315,1486690,526206496
1661936573,Device: id=0,TX,0.70831961488653,1999.9312841279,2113.2624225097,2195048,776211454
1661936574,Device: id=0,TX,0.70695931604841,1999.9852343264,2113.0987248942,2902067,1026230714
1661936575,Device: id=0,TX,0.70777830922916,1999.9291584844,2113.1736879611,3609847,1276222456
1661936576,Device: id=0,TX,0.7083021632654,1999.9104647663,2113.2388108887,4318157,1526214030
1661936577,Device: id=0,TX,0.70654164496828,1999.976654144,2113.0233173389,5024743,1776226806
1661936578,Device: id=0,TX,0.70758104035436,1999.8912543916,2113.1042208483,5732339,2026218498
1661936579,Device: id=0,TX,0.70482501684678,1999.941641799,2112.7136444945,6437168,2276212616
1661936580,Device: id=0,TX,0.70607503628716,2000.0542521113,2113.0262579172,7143310,2526243108
1661936581,Device: id=0,TX,0.70837172884365,1999.8186512061,2113.1581278211,7851701,2776227240
