Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1697902497,Device: id=0,TX,0.85386001084367,874.35164533672,1010.9692470717,869403,111283584
1697902498,Device: id=0,TX,3.5092789574178,3593.5098442253,4154.9944774122,4378755,560481664
1697902499,Device: id=0,TX,4.6938243112876,4806.4832626475,5557.4951524535,9072652,1161301376
1697902500,Device: id=0,TX,4.6562743928909,4768.0188343211,5513.0227371836,13728927,1757303808
1697902501,Device: id=0,TX,4.701301609213,4814.1328478341,5566.3411053082,18430236,2359071360
1697902502,Device: id=0,TX,4.7097241468897,4822.756502422,5576.3123659243,23139992,2961920000
1697902503,Device: id=0,TX,4.7336361630641,4847.24650297,5604.6282890603,27873640,3567827328
1697902504,Device: id=0,TX,4.7460103500331,4859.9504381798,5619.3120941851,32619684,4175325440
1697902505,Device: id=0,TX,5.0386390155806,5159.5294880495,5965.7117305424,37658336,4820268288
1697902506,Device: id=0,TX,5.5029541535861,5635.0281252678,6515.5007898415,43161298,5524647808
1697902507,Device: id=0,TX,5.5040361228509,5636.173949443,6516.8197290992,48665382,6229175680
1697902508,Device: id=0,TX,5.5030465827571,5635.0674767947,6515.5549300359,54168434,6933559808
