,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-27,18:54:41.552,  143.88,  195.93,  510.55,  376.58,,,,,  654.43,  572.50,1866675918, 1226.94,  202.57,    7.24,  205.75,   10.13,,,,,  408.32,   17.38,1867017932,  425.70,   1062.76,    589.88,   1652.64
2024-02-27,18:54:42.550,  161.17,  219.00,  574.69,  423.48,,,,,  735.86,  642.48,2133877097, 1378.34,  217.84,    4.11,  221.53,    7.45,,,,,  439.37,   11.57,2134282805,  450.94,   1175.23,    654.04,   1829.28
2024-02-27,18:54:43.550,  159.37,  216.04,  570.26,  419.81,,,,,  729.63,  635.85,2133506462, 1365.48,  213.64,    2.35,  216.00,    5.68,,,,,  429.64,    8.03,2133195662,  437.67,   1159.27,    643.88,   1803.15
2024-02-27,18:54:44.550,  164.59,  236.87,  583.90,  443.64,,,,,  748.49,  680.51,2133481882, 1429.00,  235.27,   13.59,  238.85,   16.93,,,,,  474.12,   30.52,2133377974,  504.64,   1222.61,    711.03,   1933.64
2024-02-27,18:54:45.551,  140.28,  208.02,  504.87,  392.58,,,,,  645.15,  600.61,2133303213, 1245.75,  233.46,    5.53,  237.07,    8.86,,,,,  470.53,   14.39,2133288233,  484.91,   1115.67,    615.00,   1730.67
2024-02-27,18:54:46.550,  137.66,  202.34,  497.41,  384.63,,,,,  635.07,  586.96,2132876551, 1222.03,  221.89,    4.09,  225.69,    7.41,,,,,  447.58,   11.50,2132671738,  459.07,   1082.65,    598.46,   1681.11
2024-02-27,18:54:47.552,  136.53,  200.58,  494.03,  382.17,,,,,  630.57,  582.76,2134695970, 1213.32,  216.58,    2.93,  220.01,    6.24,,,,,  436.59,    9.17,2137128115,  445.76,   1067.16,    591.93,   1659.08
2024-02-27,18:54:48.552,  136.23,  199.86,  493.41,  381.19,,,,,  629.64,  581.05,2133030961, 1210.69,  213.28,    2.40,  216.73,    5.71,,,,,  430.01,    8.11,2132954405,  438.13,   1059.65,    589.16,   1648.81
2024-02-27,18:54:49.552,  136.18,  198.89,  493.73,  380.51,,,,,  629.91,  579.40,2135744235, 1209.31,  214.26,    2.78,  217.75,    6.08,,,,,  432.00,    8.86,2133252452,  440.86,   1061.91,    588.26,   1650.17
2024-02-27,18:54:50.553,  135.78,  198.28,  491.18,  378.57,,,,,  626.96,  576.85,2131005117, 1203.82,  211.46,    2.72,  215.91,    6.04,,,,,  427.37,    8.75,2131229774,  436.13,   1054.33,    585.61,   1639.94
2024-02-27,18:54:51.553,  135.53,  198.09,  491.05,  378.35,,,,,  626.58,  576.44,2133077496, 1203.02,  210.31,    2.65,  215.96,    5.96,,,,,  426.27,    8.62,2133002942,  434.88,   1052.85,    585.05,   1637.90
