skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
15003979690,2749516,1792294,95715984,8335712,140,402836,134288,1508906,57498,1516074,4991434,84,406434,15003845402,1240610,1734796,94199910,3344278,56,0,218880718,126042,4205880,10587416,0,28112,162092,6820226,0,4480,320894,0,28014,166040,212060492,126042,4201400,10266522,0,98,0
11434290,2921226,1744344,97541556,8342894,140,411222,15764,1386000,63294,1449714,4955986,0,416612,11418526,1535226,1681050,96091842,3386908,140,0,10715082,126322,4434542,10577882,0,28070,164724,6444018,0,2366,103936,0,28056,166026,4271064,126322,4432176,10473946,0,14,0
11520810,2978430,1684256,98494690,8335292,140,410634,8890,1318940,60438,1484336,4897438,0,404656,11511920,1659490,1623818,97010354,3437854,140,5978,10731840,126350,4341666,10324846,0,27496,166362,6338206,0,2478,19922,0,27930,163590,4393634,126350,4339188,10304924,0,0,2772
11547676,3032134,2520490,79349690,8200430,112,452074,10136,1265558,70182,2192120,5324186,0,355698,11537540,1766576,2450308,77157570,2876244,112,96376,10721032,127246,6367774,11322178,0,30352,166208,6215958,0,2520,809690,0,27944,149128,4505074,127246,6365254,10512488,0,2408,17080
11850062,3350046,1809402,108624992,8140174,0,529438,5908,1195390,17710,1304478,4625418,140,517790,11844154,2154656,1791692,107320514,3514756,0,11648,10754338,124684,4536322,10800818,0,27832,164836,6889820,0,700,73346,0,27706,164500,3864518,124684,4535622,10727472,0,126,336
11772418,3342514,1680672,108130134,8249416,0,532308,4396,1150338,21294,1294482,4524758,140,519820,11768022,2192176,1659378,106835652,3724658,0,12488,10718946,125454,4558512,10985618,0,28042,166544,6573756,0,238,282604,0,27692,163450,4145190,125454,4558274,10703014,0,350,3094
11774294,3328598,1796970,109369526,8241604,0,535640,4634,1122170,32326,1283114,4484382,140,515088,11769660,2206428,1764644,108086412,3757222,0,20552,10682518,123788,4586190,11000080,0,28028,166362,6428296,0,420,111356,0,27678,165886,4254222,123788,4585770,10888724,0,350,476
11827718,3320954,1700720,110297180,8223684,0,523152,4158,1097558,21364,1281854,4477592,140,521458,11823560,2223396,1679356,109015326,3746092,0,1694,10765314,125440,4462850,11011574,0,27888,163030,6319782,0,182,44380,0,27706,164136,4445532,125440,4462668,10967194,0,182,0
11728360,3377542,1790740,109908764,8236102,0,510650,2646,1084314,16646,1306088,4478824,140,526918,11725714,2293228,1774094,108602676,3757278,0,0,10625594,125188,4595192,10970722,0,28210,161462,6394976,0,364,77000,0,27482,163184,4230618,125188,4594828,10893722,0,728,0
11745230,3366510,1687392,110930904,8240764,140,512372,30660,1054382,17248,1288658,4451650,140,538426,11714570,2312128,1670144,109642246,3789114,0,0,10655092,124684,4656022,10850518,0,27832,161280,6375964,0,392,24038,0,27678,167188,4279128,124684,4655630,10826480,0,154,0
11719386,3386740,1600088,111055798,8229298,112,506352,1876,1053458,31584,1321278,4433730,140,537992,11717510,2333282,1568504,109734520,3795568,0,0,10607184,125454,4468422,11532346,0,27706,161196,6313706,0,2478,101010,0,27538,166376,4293478,125454,4465944,11431336,0,168,0
11735262,3374420,1619436,101979136,6485290,140,485226,1974,1040242,58534,1352890,3618426,0,510636,11733288,2334178,1560902,100626246,2866864,140,0,10619434,124838,4317026,9228240,0,21868,127470,6321910,0,13468,39480,0,21966,131334,4297524,124838,4303558,9188760,0,0,0
