skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
1073265298,96948306,2507232,98667702,406280,11275040,2753044,33292,1521548,67844,1461404,391804,16758,1435980,1073232006,95426758,2439388,97206298,14476,11258282,1317064,83741882,10640994,5998090,10443216,166096,10666068,123760,29526,0,2548,59136,162260,6469666,0,83712356,10640994,5995542,10384080,3836,4196402,123760
3047016,98657944,8334088,0,410774,11354098,2778356,14406,1471876,4750270,154,403648,13412,1359946,3032610,97186068,3583818,0,7126,11340686,1418410,6665526,10684786,0,27762,166208,10678220,121506,336,289940,0,27860,163758,6227466,0,6665190,10394846,0,0,2450,4450754,121506
2608438,98224462,8097474,39406496738951034,35465847065882632,11110050,2767758,94542,1441412,4657114,39406496739480178,35465847065909960,8624,1288994,2513896,96783050,3440360,0,0,11101426,1478764,6197996,10376800,39406496739468614,35465847065535880,157374,10409168,120400,39406496739476384,19880,0,35465847065568346,159222,6041434,11821949021847202,0,10356920,39406496739468614,0,0,4367734,0
2623348,98586768,8048824,39406496738868322,35465847065891816,10838184,2763348,26278,1456924,4567808,39406496739481606,35465847065922168,8876,1198652,2597070,97129844,3481016,0,0,10829308,1564696,5892810,10219790,39406496739469664,35465847065536286,155792,10085978,117726,39406496739483356,67270,0,35465847065567940,159012,5866714,11821949021847104,0,10152520,39406496739469664,0,0,4219264,0
1981056,95004994,7787346,39406496738859796,35465847065858160,10431092,2692998,136402,1409660,4389252,39406496739480990,35465847065918682,9366,1139306,1844654,93595334,3398094,0,0,10421726,1553692,4967116,10449250,39406496739469510,35465847065537280,149604,9753226,112966,39406496739481410,33880,0,35465847065567128,153650,5837664,11821949021847146,0,10415370,39406496739469510,0,0,3915562,0
1845102,86499462,7339248,39406496738962990,35465847065857530,9922178,2626218,62174,1610028,4197424,39406496739481214,35465847065894868,8582,1036784,1782928,84889434,3141824,0,0,9913596,1589434,4755814,9701202,39406496739441678,35465847065540472,141918,9252082,109186,35465847065537476,91350,0,35465847065565588,146076,5715234,11821949021847090,0,9609852,39406496739441678,0,0,3536848,0
1351266,86730196,7058996,39406496738963592,35465847065726574,8293838,2806006,130564,1292312,4051950,39406496739480304,35465847065755120,144200,1045814,1220702,85437884,3007046,0,0,8149638,1760192,4061344,10731938,39406496739469328,35465847065519906,126840,9454354,112560,39406496739478176,40502,0,35465847065566484,138040,6014666,11821949021846348,0,10691436,39406496739469328,0,0,3439688,0
1338358,103142270,7463554,39406496738926996,35465847065992994,10952886,3216388,58548,1085140,4248734,39406496739483160,35465847066035106,3542,1040368,1279810,102057130,3214820,0,0,10949344,2176020,4089050,10229366,39406496739467564,35465847065542488,149142,9868572,116438,39406496739449602,79030,0,35465847065565154,152166,6082804,11821949021847216,0,10150336,39406496739467564,0,0,3785768,0
1639904,105393176,7543690,39406496738949368,35465847066011040,11041520,3246418,76132,1090194,4149194,39406496739481368,35465847066053712,2898,983710,1563772,104302982,3394496,0,0,11038622,2262708,4488176,10748178,39406496739479324,35465847065539380,150836,9916732,117180,39406496739481718,63938,0,31525197391618112,154070,6067614,11821949021847244,0,10684240,39406496739479324,3940649673921268,0,3849118,0
1499204,107566480,7657580,39406496738913514,35465847066019160,11227706,3260334,67788,1143660,4169886,39406496739481858,35465847066046740,4592,980070,1431416,106422820,3487694,0,0,11223114,2280264,4611726,11359306,39406496739469804,35465847065537406,153622,10088022,119532,39406496739477490,46410,0,27584547717669642,153636,5986568,11821949021847216,0,11312896,39406496739469804,7881299347867764,0,4101454,0
1532076,107878260,7677866,39406496738749546,35465847066036758,11341638,3254552,64568,1147342,4193658,39406496739482978,35465847066050786,3332,972678,1467508,106730918,3484208,0,0,11338306,2281874,5144440,11196892,39406496739469888,35465847065535180,156982,10176040,117642,39406496739479912,46648,0,27584547717669866,154350,6039334,11821949021847146,0,11150244,39406496739469888,7881299347865314,2632,4136706,0
1734054,107423008,7663236,39406496738913206,35465847066057982,13548038,3497438,52332,1132152,4194904,39406496739482642,35465847066067922,4914,1115716,1681722,106290856,3468332,0,0,13543124,2381722,4200028,10745966,39406496739484490,35465847065545330,192010,12333804,141540,39406496739478148,39830,0,19703248369772996,188650,7322826,11821949021847118,0,10706136,39406496739484490,15762598695772334,3360,5010978,0
