,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-26,23:05:51.243,  137.51,  190.05,  487.56,  362.96,,,,,  625.07,  553.01,1799987569, 1178.08,  194.18,    9.37,  191.99,    6.57,,,,,  386.18,   15.94,1799851761,  402.12,   1011.25,    568.95,   1580.20
2024-02-26,23:05:52.243,  160.45,  219.35,  570.59,  422.55,,,,,  731.04,  641.90,2133511013, 1372.94,  219.33,    8.81,  218.80,    5.32,,,,,  438.13,   14.13,2133647559,  452.26,   1169.17,    656.03,   1825.20
2024-02-26,23:05:53.243,  159.54,  217.91,  568.26,  420.71,,,,,  727.80,  638.62,2133003805, 1366.42,  215.41,    7.57,  212.79,    4.16,,,,,  428.20,   11.72,2132863129,  439.92,   1156.00,    650.34,   1806.34
2024-02-26,23:05:54.243,  157.54,  214.96,  562.04,  415.73,,,,,  719.58,  630.69,2132851732, 1350.27,  210.83,    6.30,  208.66,    2.90,,,,,  419.50,    9.20,2132843545,  428.70,   1139.08,    639.90,   1778.98
2024-02-26,23:05:55.244,  157.52,  215.23,  560.21,  415.22,,,,,  717.73,  630.45,2132838837, 1348.18,  215.07,    7.87,  212.65,    4.46,,,,,  427.73,   12.33,2132883278,  440.06,   1145.45,    642.78,   1788.24
2024-02-26,23:05:56.244,  156.54,  214.61,  558.72,  414.58,,,,,  715.26,  629.19,2135086193, 1344.45,  224.97,    9.71,  222.65,    6.28,,,,,  447.62,   15.99,2135054135,  463.62,   1162.88,    645.18,   1808.06
2024-02-26,23:05:57.247,  164.42,  234.21,  581.72,  440.11,,,,,  746.14,  674.32,2133278090, 1420.46,  247.41,   16.11,  244.01,   12.67,,,,,  491.42,   28.78,2133210725,  520.20,   1237.56,    703.10,   1940.66
2024-02-26,23:05:58.247,  131.24,  209.02,  470.01,  382.17,,,,,  601.25,  591.20,2132952038, 1192.45,  241.56,   10.98,  238.13,    7.49,,,,,  479.69,   18.47,2132909672,  498.16,   1080.95,    609.67,   1690.61
2024-02-26,23:05:59.246,  126.23,  197.63,  454.93,  366.51,,,,,  581.16,  564.14,2132634600, 1145.30,  229.88,    8.74,  226.86,    5.29,,,,,  456.75,   14.03,2132550195,  470.78,   1037.91,    578.17,   1616.08
2024-02-26,23:06:00.247,  125.44,  195.55,  451.91,  363.15,,,,,  577.35,  558.70,2134517551, 1136.04,  222.93,    7.43,  220.47,    3.97,,,,,  443.40,   11.40,2134618183,  454.80,   1020.75,    570.10,   1590.84
2024-02-26,23:06:01.247,  125.24,  195.20,  451.29,  362.36,,,,,  576.53,  557.57,2132628377, 1134.10,  225.71,    8.29,  222.45,    4.84,,,,,  448.16,   13.13,2132694891,  461.29,   1024.69,    570.69,   1595.39
