skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
19240984.0,3704568.0,3006136.0,151380488.0,16122078.0,140.0,632940.0,2487611462.0,2579640.0,19628.0,623896.0,7766710.0,140.0,635936.0,0.0,1124928.0,2986508.0,150756592.0,8355368.0,0.0,0.0,21305774.0,232204.0,5771192.0,15721622.0,0.0,51926.0,308938.0,164907540.0,0.0,2604.0,36932.0,0.0,52836.0,313054.0,0.0,232204.0,5768588.0,15684690.0,0.0,0.0,0.0
21477190.0,4324894.0,2211160.0,158508098.0,15908928.0,140.0,663768.0,100184.0,2008174.0,74004.0,670138.0,7587188.0,154.0,680624.0,21377006.0,2316720.0,2137156.0,157837960.0,8321740.0,0.0,0.0,21290696.0,232946.0,5318698.0,16221898.0,0.0,52360.0,308308.0,12013316.0,0.0,2772.0,20062.0,0.0,52304.0,313894.0,9277380.0,232946.0,5315926.0,16201836.0,0.0,56.0,0.0
21807954.0,4786656.0,2136988.0,163298730.0,15726312.0,1974.0,675402.0,78246.0,1676822.0,62328.0,719824.0,7450730.0,0.0,693322.0,21729708.0,3109834.0,2074660.0,162578906.0,8275582.0,1974.0,0.0,21294854.0,233954.0,5273254.0,16344314.0,0.0,51674.0,309386.0,11713212.0,0.0,2660.0,94808.0,0.0,53088.0,313600.0,9581642.0,233954.0,5270594.0,16249506.0,0.0,0.0,0.0
21998984.0,4979912.0,2160606.0,165846702.0,15656130.0,140.0,716226.0,49294.0,1445794.0,59528.0,726642.0,7432138.0,0.0,721728.0,21949690.0,3534118.0,2101078.0,165120060.0,8223992.0,140.0,0.0,21300524.0,235032.0,5253766.0,16099202.0,0.0,52472.0,307440.0,11624298.0,0.0,2282.0,62020.0,0.0,52892.0,313068.0,9676226.0,235032.0,5251484.0,16037182.0,0.0,0.0,0.0
22192870.0,5140352.0,2172478.0,167364064.0,15547112.0,140.0,743946.0,42406.0,1312864.0,72142.0,731710.0,7427630.0,0.0,761460.0,22150464.0,3827488.0,2100336.0,166632354.0,8119482.0,140.0,0.0,21313964.0,236124.0,5286722.0,16058196.0,0.0,52416.0,309652.0,11795266.0,0.0,2506.0,37856.0,0.0,52822.0,311654.0,9518698.0,236124.0,5284216.0,16020340.0,0.0,0.0,0.0
22244516.0,5385828.0,2207520.0,170563120.0,15540546.0,154.0,763952.0,29568.0,1165808.0,304556.0,742756.0,7946974.0,0.0,743708.0,22214948.0,4220020.0,1902964.0,169820364.0,7593572.0,154.0,20244.0,21307412.0,234682.0,5758956.0,16881900.0,0.0,51856.0,308910.0,11558918.0,0.0,20958.0,216272.0,0.0,52738.0,310100.0,9748494.0,234682.0,5737998.0,16665628.0,0.0,0.0,0.0
22729686.0,5576494.0,2237788.0,170686152.0,15514758.0,154.0,798714.0,27678.0,1297520.0,292404.0,628628.0,7410270.0,0.0,808542.0,22702008.0,4278974.0,1945384.0,170057524.0,8104488.0,154.0,0.0,21551362.0,233730.0,5428612.0,16489522.0,0.0,52262.0,308756.0,12666136.0,0.0,136500.0,181692.0,0.0,52934.0,311724.0,8885226.0,233730.0,5292112.0,16307830.0,0.0,0.0,0.0
22831074.0,5630660.0,2253608.0,171115854.0,15501206.0,154.0,815290.0,21546.0,1156064.0,348488.0,649138.0,7437290.0,0.0,823004.0,22809528.0,4474596.0,1905120.0,170466716.0,8063916.0,154.0,0.0,21538202.0,234710.0,5326720.0,16454718.0,0.0,52164.0,308504.0,11974970.0,0.0,25018.0,32774.0,0.0,52850.0,313250.0,9563232.0,234710.0,5301702.0,16421944.0,0.0,0.0,0.0
22888516.0,5678750.0,2243836.0,172234034.0,15488172.0,154.0,821296.0,30002.0,1108338.0,358428.0,652064.0,7409696.0,0.0,834134.0,22858514.0,4570412.0,1885408.0,171581970.0,8078476.0,154.0,0.0,21540624.0,235088.0,5341056.0,17126200.0,0.0,52388.0,310324.0,11611978.0,0.0,13720.0,23380.0,0.0,53018.0,312550.0,9928646.0,235088.0,5327336.0,17102820.0,0.0,0.0,0.0
22972754.0,5665058.0,1727922.0,173024530.0,15494808.0,140.0,835912.0,21518.0,1085210.0,345114.0,646002.0,7360822.0,14.0,819224.0,22951236.0,4579848.0,1382808.0,172378528.0,8133986.0,126.0,16688.0,21536620.0,233464.0,4886476.0,16909648.0,0.0,52388.0,311780.0,11395398.0,0.0,21168.0,21798.0,0.0,52794.0,309204.0,10141222.0,233464.0,4865308.0,16887850.0,0.0,0.0,2576.0
22716722.0,5747420.0,1790068.0,172945752.0,15475488.0,140.0,843346.0,22316.0,1064966.0,328580.0,646898.0,7350084.0,0.0,833420.0,22694406.0,4682454.0,1461488.0,172298854.0,8125404.0,140.0,9926.0,21269360.0,234010.0,4914560.0,16235282.0,0.0,52612.0,310478.0,11593470.0,0.0,35728.0,170016.0,0.0,52948.0,309456.0,9675890.0,234010.0,4878832.0,16065266.0,0.0,0.0,1022.0
22977892.0,5726700.0,1822422.0,174459600.0,15444212.0,140.0,848526.0,27580.0,1042818.0,365582.0,650594.0,7335986.0,0.0,832860.0,22950312.0,4683882.0,1456840.0,173809006.0,8108226.0,140.0,15666.0,21535318.0,233520.0,5072424.0,16144366.0,0.0,52514.0,310562.0,11535020.0,0.0,19894.0,23436.0,0.0,52696.0,309400.0,10000298.0,233520.0,5052530.0,16120930.0,0.0,0.0,1162.0
