Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1708952656,Device: id=1,RX,0.13751262887287,328.21033392197,350.21235454163,166971,49815068
1708952657,Device: id=1,RX,0.19308460703328,472.2831847927,503.17672191803,363776,109987972
1708952658,Device: id=1,RX,0.2494439003335,630.83615676541,670.74718081877,622200,191681292
1708952659,Device: id=1,RX,0.36715701685952,984.18601781226,1042.9311405098,998180,317660860
1708952660,Device: id=1,RX,2.3473680661395,6582.9465392725,6958.5254298548,3345584,1140541774
1708952661,Device: id=1,RX,3.3025711341492,9342.2569715641,9870.668353028,6648160,2308325616
1708952662,Device: id=1,RX,3.3107294031034,9362.5261833517,9892.2428878482,9958941,3478659628
1708952663,Device: id=1,RX,3.3058153412033,9347.6243498572,9876.5548044498,13264813,4647132698
1708952664,Device: id=1,RX,3.3069503399735,9355.9380922334,9885.0501466291,16571778,5816630144
1708952665,Device: id=1,RX,3.2731439827289,9249.3301462872,9773.0331835239,19844951,6972806662
1708952666,Device: id=1,RX,3.2741631127645,9258.3486976899,9782.2147957322,23119150,8130112934
1708952667,Device: id=1,RX,3.3080062356118,9363.9488573258,9893.2298550237,26427167,9300610350
