skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
13494488.0,3188010.0,1712788.0,115136616.0,10077466.0,140.0,482342.0,12577984020.0,1747480.0,272664.0,1183714.0,5516532.0,140.0,498470.0,0.0,1440530.0,1440124.0,113952902.0,4560934.0,0.0,0.0,12770856.0,147812.0,4746280.0,11549636.0,0.0,33096.0,192920.0,8696562.0,0.0,137242.0,23954.0,0.0,33152.0,199220.0,4074294.0,147812.0,4609038.0,11525682.0,0.0,0.0,0.0
13716290.0,3336298.0,1674456.0,113330294.0,10038546.0,140.0,487872.0,8302.0,1552124.0,339486.0,1203538.0,5439602.0,140.0,507766.0,13707988.0,1784174.0,1334970.0,112126756.0,4598944.0,0.0,0.0,12833590.0,148106.0,4761428.0,12053636.0,0.0,33054.0,194628.0,7748454.0,0.0,10892.0,26866.0,0.0,33376.0,199612.0,5085136.0,148106.0,4750536.0,12026770.0,0.0,0.0,0.0
13768258.0,3467660.0,1797376.0,116281018.0,9914786.0,140.0,312732.0,9422.0,1444044.0,369264.0,1228500.0,5441002.0,0.0,293300.0,13758836.0,2023616.0,1428112.0,115052518.0,4473784.0,140.0,19432.0,12836208.0,148484.0,4796540.0,12253430.0,0.0,33054.0,196994.0,7463750.0,0.0,5586.0,20048.0,0.0,33656.0,198226.0,5372458.0,148484.0,4790954.0,12233382.0,0.0,0.0,0.0
10947762.0,3243492.0,1923488.0,125395928.0,9760198.0,140.0,576730.0,140798.0,1397144.0,443618.0,1035608.0,5235580.0,0.0,605276.0,10806964.0,1846348.0,1479870.0,124360320.0,4524618.0,140.0,0.0,12816132.0,148302.0,5282984.0,12300232.0,0.0,33110.0,195566.0,7905212.0,0.0,127792.0,220892.0,0.0,33656.0,199892.0,4910920.0,148302.0,5155192.0,12079340.0,0.0,0.0,0.0
14243376.0,3906490.0,1833832.0,123732266.0,9754808.0,140.0,593656.0,4662.0,1245720.0,279664.0,1067668.0,5239514.0,0.0,602672.0,14238714.0,2660770.0,1554168.0,122664598.0,4515294.0,140.0,0.0,12949888.0,149688.0,5071388.0,12304894.0,0.0,33124.0,195496.0,7792246.0,0.0,48160.0,153944.0,0.0,33866.0,199668.0,5157642.0,149688.0,5023228.0,12150950.0,0.0,0.0,0.0
14243320.0,3943772.0,2096206.0,124661502.0,9766512.0,140.0,587370.0,3850.0,1152494.0,233828.0,1094590.0,5175828.0,0.0,618800.0,14239470.0,2791278.0,1862378.0,123566912.0,4590684.0,140.0,0.0,12963384.0,149926.0,5891074.0,12487650.0,0.0,33404.0,194712.0,7578858.0,0.0,14350.0,328930.0,0.0,33894.0,200326.0,5384526.0,149926.0,5876724.0,12158720.0,0.0,0.0,0.0
14256830.0,3964268.0,3237416.0,123969034.0,9742936.0,140.0,604954.0,4340.0,1105790.0,123634.0,1080380.0,5168114.0,0.0,604394.0,14252490.0,2858478.0,3113782.0,122888654.0,4574822.0,140.0,560.0,12961424.0,150626.0,6636322.0,12505990.0,0.0,33544.0,198128.0,7518616.0,0.0,10192.0,95774.0,0.0,33852.0,196084.0,5442808.0,150626.0,6626130.0,12410216.0,0.0,0.0,2044.0
14319746.0,4016824.0,2642920.0,124255180.0,9787988.0,140.0,606970.0,4774.0,1072792.0,81186.0,1119594.0,5108138.0,0.0,604898.0,14314972.0,2944032.0,2561734.0,123135586.0,4679850.0,140.0,2072.0,12967850.0,152194.0,7320684.0,12249538.0,0.0,33432.0,198324.0,7393400.0,0.0,2674.0,24122.0,0.0,34006.0,195944.0,5574450.0,152194.0,7318010.0,12225416.0,0.0,0.0,2380.0
10748836.0,4006282.0,3422524.0,125555472.0,9721698.0,0.0,624386.0,3234.0,1157730.0,28112.0,1075396.0,5122866.0,140.0,616952.0,10745602.0,2848552.0,3394412.0,124480076.0,4598832.0,0.0,7434.0,13018250.0,151032.0,6299356.0,12896814.0,0.0,33586.0,196826.0,7209832.0,0.0,14.0,18326.0,0.0,33404.0,195258.0,5808418.0,151032.0,6299342.0,12878488.0,0.0,182.0,1568.0
14319578.0,4013982.0,3032484.0,127704850.0,9749754.0,0.0,616504.0,3150.0,1015000.0,21112.0,1126090.0,5058270.0,154.0,618366.0,14316428.0,2998982.0,3011372.0,126578760.0,4691484.0,0.0,0.0,12943980.0,150136.0,6875806.0,12587470.0,0.0,33544.0,195118.0,7241402.0,0.0,28.0,63392.0,0.0,33488.0,196406.0,5702578.0,150136.0,6875778.0,12524078.0,0.0,56.0,0.0
