Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1709551917,Device: id=0,TX,0.26545424048912,751.96234721206,794.43502569032,269897,95567710
1709551918,Device: id=0,TX,0.18997967130608,536.63570874052,567.0324561495,465955,164793356
1709551919,Device: id=0,TX,0.23430343717705,662.98586375605,700.47441370438,708692,250649544
1709551920,Device: id=0,TX,0.29794693402014,840.97617221121,888.64768165443,1011411,357455252
1709551921,Device: id=0,TX,1.4825817226613,4193.6322221099,4430.8452977357,2494002,881662560
1709551922,Device: id=0,TX,2.1015654230391,5951.6931489762,6287.9436166624,4595605,1625637506
1709551923,Device: id=0,TX,2.1052304564385,5954.1606011503,6290.9974741804,6700886,2369925450
1709551924,Device: id=0,TX,2.100481633108,5943.3608660731,6279.4379273704,8801381,3112850286
1709551925,Device: id=0,TX,2.1054304346089,5948.7312775366,6285.6001470741,10906838,3856451078
1709551926,Device: id=0,TX,2.1052405126052,5948.3492065285,6285.1876885453,13012122,4600010088
1709551927,Device: id=0,TX,2.106874846083,5953.9457516245,6291.0457269978,15119012,5344258660
1709551928,Device: id=0,TX,2.1059031965467,5955.1372101424,6292.0817215899,17224976,6088672304
