Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1679587546,Device: id=1,RX,0,0,0,0,0
1679587547,Device: id=1,RX,0,0,0,0,0
1679587548,Device: id=1,RX,1.1544020425618,3254.8507576591,3439.5550844689,1154430,406866198
1679587549,Device: id=1,RX,1.7456502814966,4932.1629225229,5211.4669675623,2900092,1023390702
1679587550,Device: id=1,RX,1.7261427895326,4884.003783559,5160.1866298842,4626258,1633899384
1679587551,Device: id=1,RX,1.7510608083536,4952.3728203555,5232.5425496921,6377383,2252968680
1679587552,Device: id=1,RX,1.7521839798526,4962.1449355609,5242.4943723373,8129594,2873246362
1679587553,Device: id=1,RX,1.7552146339326,4966.7789225801,5247.6132640093,9884840,3494104822
1679587554,Device: id=1,RX,1.756441226507,4966.7497742982,5247.7803705393,11641333,4114966844
1679587555,Device: id=1,RX,1.7529250913763,4959.4150730767,5239.883087697,13394269,4734897586
1679587556,Device: id=1,RX,1.756832122218,4966.4891006196,5247.5822401745,15151127,5355717868
1679587557,Device: id=1,RX,1.7557531809726,4966.2839929648,5247.2045019204,16906892,5976507546
