Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1659878482,Device: id=1,RX,0.057809519866932,163.95923458431,173.20875776302,59348,21040980
1659878483,Device: id=1,RX,0.17641243039237,499.99878907797,528.22477794075,235809,83558036
1659878484,Device: id=1,RX,0.17610492287333,499.99066870542,528.16745636515,411971,146077126
1659878485,Device: id=1,RX,0.17759577424856,499.98240733548,528.39773121525,589638,208599992
1659878486,Device: id=1,RX,0.17606106664526,499.99019792351,528.15996858675,765704,271100518
1659878487,Device: id=1,RX,0.17590113538782,499.98247120252,528.12665286457,941609,333599700
1659878488,Device: id=1,RX,0.17796438922263,499.98445916345,528.45876143907,1119591,396103942
1659878489,Device: id=1,RX,0.17625301559075,499.987596622,528.18807911652,1295854,458605932
1659878490,Device: id=1,RX,0.17708126293878,499.98557125569,528.3185733259,1473006,521129094
1659878491,Device: id=1,RX,0.18747098030888,529.89554176053,559.89089860995,1660500,587374170
1659878492,Device: id=1,RX,0.35459328150285,999.95978925456,1056.694714295,2015124,712379972
1659878493,Device: id=1,RX,0.35274314566058,999.97221095018,1056.4111142559,2367893,837385660
