Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1661936148,Device: id=0,TX,0.14565462868288,412.17422110229,435.47896169155,148176,52415930
1661936149,Device: id=0,TX,0.66718248812506,1886.7880804567,1993.5372785567,815365,288266742
1661936150,Device: id=0,TX,0.70761232044368,1999.9449386933,2113.1629099643,1522980,538260806
1661936151,Device: id=0,TX,0.70764590424372,1999.9585514653,2113.1818961443,2230663,788268730
1661936152,Device: id=0,TX,0.70667243642063,1999.9311416254,2112.9987314527,2937386,1038278010
1661936153,Device: id=0,TX,0.70534262746764,1999.949349422,2112.8041698168,3642732,1288272874
1661936154,Device: id=0,TX,0.70806416383497,1999.9431422331,2113.2334084467,4350797,1538266062
1661936155,Device: id=0,TX,0.70772030820017,1999.9487513754,2113.1840006875,5058542,1788268378
1661936156,Device: id=0,TX,0.70675101960895,1999.946345815,2113.0265089524,5765330,2038274752
1661936157,Device: id=0,TX,0.70610041405474,1999.9447198198,2112.9207860686,6471443,2288272298
1661936158,Device: id=0,TX,0.70773945404857,1999.9751068535,2113.2134195013,7179195,2538273618
1661936159,Device: id=0,TX,0.70696190892877,1999.9121001934,2113.026005622,7886164,2788265138
