Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1707838933,Device: id=1,RX,0.10269382167997,284.21534752133,300.64635899012,118708,41067022
1707838934,Device: id=1,RX,0.24156324419441,683.21066887217,721.86078794327,360291,126475340
1707838935,Device: id=1,RX,0.22925840387211,648.74947971941,685.43082433894,594890,209458110
1707838936,Device: id=1,RX,0.6212891224993,1760.2428152267,1859.6490748266,1216202,429496564
1707838937,Device: id=1,RX,1.7478283280309,4939.3675689217,5219.0201014066,2964065,1046929758
1707838938,Device: id=1,RX,1.7523545933491,4956.1704298139,5236.5471647498,4716475,1666470650
1707838939,Device: id=1,RX,1.751413633002,4959.4764294094,5239.7026106897,6467931,2286420200
1707838940,Device: id=1,RX,1.7394814834399,4918.0875256367,5196.4045629871,8207446,2901192986
1707838941,Device: id=1,RX,1.7515853042224,4960.3710404472,5240.6246891228,9959074,3521254480
1707838942,Device: id=1,RX,1.7088126497698,4829.3235928208,5102.7336167839,11667929,4124934890
1707838943,Device: id=1,RX,1.7522826207855,4963.7124201538,5244.0776394795,13420248,4745411824
1707838944,Device: id=1,RX,1.7531890838468,4962.7282572851,5243.2385107005,15173440,5365753888
