Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1679575725,Device: id=0,TX,0.78100860214948,2208.0950634187,2333.0564397626,781041,276023886
1679575726,Device: id=0,TX,2.5893429112311,7309.9649056683,7724.2597714653,3370433,1189786822
1679575727,Device: id=0,TX,2.6401564930781,7460.3977139779,7882.8227528704,6010607,2122342720
1679575728,Device: id=0,TX,2.627771828295,7435.0788179041,7855.5223104313,8638382,3051728694
1679575729,Device: id=0,TX,2.637505099009,7451.9056540396,7873.906469881,11275947,3983238056
1679575730,Device: id=0,TX,2.638741316953,7450.7812196101,7872.9798303226,13914700,4914589832
1679575731,Device: id=0,TX,2.6255810274002,7427.8227697129,7847.915734097,16540320,5843081460
1679575732,Device: id=0,TX,2.6292452700632,7437.0209854512,7857.7002286614,19169597,6772720302
1679575733,Device: id=0,TX,2.6342947379853,7451.3938096415,7872.8809677192,21803894,7704145328
1679575734,Device: id=0,TX,2.6346815786447,7452.1824789334,7873.7315315165,24438619,8635683490
1679575735,Device: id=0,TX,2.6334295790084,7453.0432732129,7874.3920058543,27072093,9567329614
1679575736,Device: id=0,TX,2.6359930641415,7452.4042972245,7874.1631874872,29708110,10498888610
