Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1707857670,Device: id=0,TX,0.26592060103911,753.47252420036,796.01982036662,291038,103083726
1707857671,Device: id=0,TX,0.21619017222802,610.05545392499,644.64588148147,508959,179951174
1707857672,Device: id=0,TX,0.24630535662588,695.01247746501,734.42133452515,761173,268911824
1707857673,Device: id=0,TX,0.63144933118644,1786.2788369032,1887.3107298931,1392636,492201512
1707857674,Device: id=0,TX,1.7494417688036,4947.1408514963,5227.0515345048,3142086,1110597028
1707857675,Device: id=0,TX,1.7521390525066,4959.8521292211,5240.1943776222,4894235,1730582064
1707857676,Device: id=0,TX,1.7552252517164,4964.7349972551,5245.5710375297,6649487,2351183396
1707857677,Device: id=0,TX,1.7535822121365,4965.1609649948,5245.7341189367,8403091,2971836228
1707857678,Device: id=0,TX,1.7569745178782,4965.8836344375,5246.999557298,10160084,3592578212
1707857679,Device: id=0,TX,1.7477891768215,4946.0957490084,5225.7420172998,11907904,4210851084
1707857680,Device: id=0,TX,1.756709019956,4966.3462473907,5247.4196905837,13664681,4831668388
1707857681,Device: id=0,TX,1.753704169553,4961.8033197386,5242.3959868671,15418388,5451894804
