Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1661935427,Device: id=0,TX,0.1443751243609,408.53496887045,431.6349887682,148554,52545626
1661935427,Device: id=0,TX,0.65033307123381,1839.7810609497,1943.8343523471,798912,282527074
1661935428,Device: id=0,TX,0.70777879564949,1999.9508537183,2113.1954610222,1506725,532533012
1661935429,Device: id=0,TX,0.70780001196831,1999.9427669047,2113.1907688196,2214537,782530092
1661935430,Device: id=0,TX,0.70816764507394,1999.9512547378,2113.2580779496,2922762,1032544246
1661935431,Device: id=0,TX,0.70809777883268,1999.9458991761,2113.2415437893,3630891,1282548506
1661935432,Device: id=0,TX,0.70871409256479,1999.9675059493,2113.3617607597,4339627,1532552172
1661935433,Device: id=0,TX,0.70691720453451,1999.9347792858,2113.0415320113,5046580,1782556678
1661935434,Device: id=0,TX,0.70539312178688,1999.9564033123,2112.8193027982,5752049,2032578120
1661935435,Device: id=0,TX,0.70799640305478,1999.9479641754,2113.2273886642,6460113,2282595484
1661935436,Device: id=0,TX,0.70593280527426,1999.9831248993,2112.9323737432,7166078,2532604776
1661935437,Device: id=0,TX,0.70739453217274,1999.9069938386,2113.0901189863,7873525,2782611692
