Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1709507679,Device: id=1,RX,0.14272373584419,381.81082430803,404.6466220431,195289,65303800
1709507680,Device: id=1,RX,0.2048885176743,571.5338667716,604.31602959949,403013,137734226
1709507681,Device: id=1,RX,0.23566767188184,665.52133811045,703.22816561154,639626,221258092
1709507682,Device: id=1,RX,0.3218806501191,911.53261538843,963.03351940749,962801,335657852
1709507683,Device: id=1,RX,1.7227456846681,4830.9359418788,5106.5752514257,2685556,939528110
1709507684,Device: id=1,RX,2.1054043741526,5952.527825778,6289.3925256425,4790987,1683603498
1709507685,Device: id=1,RX,2.1071579799947,5955.4097162184,6292.5549930176,6898164,2428036432
1709507686,Device: id=1,RX,2.1015822635467,5948.816753174,6285.0699153415,8999763,3171644448
1709507687,Device: id=1,RX,2.0933756954279,5933.6290810358,6268.5691923042,11093155,3913353860
1709507688,Device: id=1,RX,2.1033010073212,5953.0420977517,6289.5702589231,13196531,4657510654
1709507689,Device: id=1,RX,2.1041453894232,5959.2857033472,6295.948965655,15300722,5402437514
1709507690,Device: id=1,RX,2.1063854037242,5955.56219102,6292.5838556159,17407116,6146885826
