Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1659885752,Device: id=1,RX,0.13580776794388,383.95170122405,405.68094409507,145337,51361558
1659885753,Device: id=1,RX,0.69201011018576,1953.2466307965,2063.9682484262,837386,295531108
1659885754,Device: id=1,RX,0.70619025631871,1996.111122498,2109.101563509,1543620,545060454
1659885755,Device: id=1,RX,0.70640743955935,1995.9980882045,2109.023278534,2250064,794573128
1659885756,Device: id=1,RX,0.70616995990138,1995.7425863743,2108.7297799585,2956236,1044041672
1659885757,Device: id=1,RX,0.70681511140527,1995.7903766184,2108.8807944432,3663112,1293536960
1659885758,Device: id=1,RX,0.70654696296139,1996.149623144,2109.1971372178,4369692,1543067330
1659885759,Device: id=1,RX,0.70669547551669,1995.7604379302,2108.8317140129,5076400,1792541806
1659885760,Device: id=1,RX,0.70680240970432,1996.8446294572,2109.9330150099,5783263,2042168782
1659885761,Device: id=1,RX,0.70505852866406,1997.2176149907,2110.026979577,6488382,2291842396
1659885762,Device: id=1,RX,0.70376941855353,1996.184999763,2108.7881067315,7192226,2541391964
1659885763,Device: id=1,RX,0.58791180027752,1659.9376435861,1754.0035316305,7780166,2748894122
