Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1708960306,Device: id=1,RX,0.16298409598924,387.25134829585,413.32880365413,192788,57258204
1708960307,Device: id=1,RX,0.22796993398328,570.20445397099,606.67964340832,420762,128535032
1708960308,Device: id=1,RX,0.26654847765486,682.80981591774,725.45757234252,690343,214857300
1708960309,Device: id=1,RX,0.31618124519472,818.72494023075,869.3139394619,1013913,319589488
1708960310,Device: id=1,RX,2.3946347113689,6734.3208512805,7117.4624050995,3408552,1161381102
1708960311,Device: id=1,RX,3.306815386231,9342.0668969496,9871.1573587466,6715369,2329140034
1708960312,Device: id=1,RX,3.3126518957297,9365.721619879,9895.7459231957,10028030,3499858454
1708960313,Device: id=1,RX,3.3052440951841,9352.7570245534,9881.5960797829,13333296,4668960830
1708960314,Device: id=1,RX,3.3138946583132,9370.6399054531,9900.8630507833,16647215,5840299422
1708960315,Device: id=1,RX,3.2955473724291,9322.9201050822,9850.2076846709,19942771,7005667486
1708960316,Device: id=1,RX,3.3158482412004,9371.9296697056,9902.4653882977,23258624,8177160376
1708960317,Device: id=1,RX,3.3145839933264,9368.4100022952,9898.7434412274,26573229,9348219048
