skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
964658702.0,3738812.0,2294628.0,146343386.0,15875902.0,0.0,630784.0,194684.0,2686040.0,37156.0,529774.0,7834400.0,140.0,619962.0,964464018.0,1052772.0,2257472.0,145813612.0,8041502.0,0.0,10822.0,55450290.0,235816.0,5264238.0,16139074.0,0.0,53116.0,311724.0,11375098.0,0.0,10654.0,34384.0,0.0,52738.0,306502.0,44075192.0,235816.0,5253584.0,16104690.0,0.0,378.0,5222.0
21698460.0,4337998.0,2412886.0,152973968.0,15795010.0,0.0,667982.0,169330.0,2062256.0,45108.0,658168.0,7560490.0,140.0,656110.0,21529130.0,2275742.0,2367778.0,152315800.0,8234520.0,0.0,11872.0,21297402.0,231798.0,5080712.0,16372118.0,0.0,52892.0,313782.0,12167554.0,0.0,770.0,10948.0,0.0,52444.0,306488.0,9129848.0,231798.0,5079942.0,16361170.0,0.0,448.0,7294.0
21947030.0,4779334.0,2086532.0,157560746.0,15689142.0,84.0,697116.0,128030.0,1729462.0,57470.0,702212.0,7331282.0,140.0,666792.0,21819000.0,3049872.0,2029062.0,156858534.0,8357860.0,0.0,30324.0,21287994.0,232204.0,5012714.0,16324378.0,0.0,53060.0,313418.0,11588878.0,0.0,490.0,56840.0,0.0,52346.0,306740.0,9699116.0,232204.0,5012224.0,16267538.0,0.0,714.0,6678.0
21706958.0,4860492.0,1705004.0,159592384.0,15808814.0,0.0,723184.0,99974.0,1506078.0,66052.0,729918.0,7268324.0,140.0,704648.0,21606984.0,3354414.0,1638952.0,158862466.0,8540490.0,0.0,18536.0,21041874.0,231728.0,4587100.0,16451120.0,0.0,53032.0,311430.0,11616206.0,0.0,812.0,67662.0,0.0,52318.0,306544.0,9425668.0,231728.0,4586288.0,16383458.0,0.0,714.0,4886.0
21927416.0,4976244.0,1905064.0,163763404.0,14996940.0,0.0,739074.0,100184.0,1371412.0,63518.0,733852.0,7206612.0,140.0,721392.0,21827232.0,3604832.0,1841546.0,163029552.0,7790328.0,0.0,17682.0,21036428.0,231980.0,4622982.0,16261392.0,0.0,52878.0,313026.0,11684260.0,0.0,420.0,19908.0,0.0,52080.0,307062.0,9352168.0,231980.0,4622562.0,16241484.0,0.0,798.0,5964.0
21779534.0,5157810.0,1804138.0,163379398.0,15745912.0,0.0,761488.0,71764.0,1296946.0,52094.0,776244.0,7183638.0,112.0,727860.0,21707770.0,3860864.0,1752044.0,162603154.0,8562274.0,0.0,33628.0,21173684.0,231014.0,4998112.0,16891490.0,0.0,52878.0,312634.0,11621792.0,0.0,784.0,82768.0,0.0,52556.0,307986.0,9551892.0,231014.0,4997328.0,16808722.0,0.0,322.0,4648.0
22013544.0,5330738.0,1674792.0,167269802.0,15725066.0,0.0,766080.0,73094.0,1222172.0,59192.0,736792.0,7144676.0,140.0,730240.0,21940450.0,4108566.0,1615600.0,166533010.0,8580390.0,0.0,35840.0,21187530.0,231728.0,4603312.0,16791488.0,0.0,52766.0,308350.0,11781042.0,0.0,798.0,37534.0,0.0,52612.0,309512.0,9406488.0,231728.0,4602514.0,16753954.0,0.0,154.0,0.0
22239112.0,5360516.0,1750714.0,170128672.0,15680224.0,0.0,771036.0,69132.0,1194606.0,93198.0,917210.0,7150822.0,140.0,754040.0,22169980.0,4165910.0,1657516.0,169211462.0,8529402.0,0.0,16996.0,21203154.0,230930.0,4580352.0,16717596.0,0.0,52808.0,309582.0,11815538.0,0.0,602.0,24360.0,0.0,52430.0,309092.0,9387616.0,230930.0,4579750.0,16693236.0,0.0,378.0,490.0
22261890.0,5413828.0,1745520.0,171059210.0,15675520.0,0.0,776608.0,64386.0,1150814.0,52696.0,725606.0,7137256.0,140.0,743540.0,22197504.0,4263014.0,1692824.0,170333604.0,8538264.0,0.0,33068.0,21193718.0,231476.0,4585168.0,16012430.0,0.0,52640.0,309176.0,11541180.0,0.0,56.0,34538.0,0.0,52458.0,308742.0,9652538.0,231476.0,4585112.0,15977892.0,0.0,182.0,434.0
21650272.0,4486944.0,1758554.0,169722042.0,15635396.0,0.0,793520.0,62552.0,1301944.0,158438.0,638736.0,7370118.0,140.0,768558.0,21587720.0,3185000.0,1600116.0,169083306.0,8265278.0,0.0,24962.0,21564060.0,229292.0,4817218.0,16071160.0,0.0,52822.0,308826.0,11500958.0,0.0,36120.0,144942.0,0.0,52304.0,309806.0,10063102.0,229292.0,4781098.0,15926218.0,0.0,518.0,0.0
