Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1709066521,Device: id=1,RX,0.15187313603489,421.37362957574,445.67333134132,185131,64205732
1709066522,Device: id=1,RX,0.18242203572379,515.31691141317,544.50443712897,372344,130312072
1709066523,Device: id=1,RX,0.19524470986293,554.44724881498,585.68640239305,567592,199619146
1709066524,Device: id=1,RX,0.2489829424286,704.1846586521,744.02192944068,821557,289403538
1709066525,Device: id=1,RX,1.3868493771616,3922.9620281008,4144.8579284467,2208445,779787448
1709066526,Device: id=1,RX,1.7144204049303,4847.4433998886,5121.7506646775,3922907,1385732574
1709066527,Device: id=1,RX,1.7501103034754,4954.8104621202,5234.8281106763,5673095,2005111378
1709066528,Device: id=1,RX,1.7486414701513,4957.2072656102,5236.9899008344,7421798,2624784090
1709066529,Device: id=1,RX,1.7542174057936,4961.8692378343,5242.5440227613,9176041,3245026794
1709066530,Device: id=1,RX,1.7526749190504,4959.1409290507,5239.5689160987,10928769,3864938184
1709066531,Device: id=1,RX,1.7550755891407,4964.1374725291,5244.9495667916,12683866,4485462938
1709066532,Device: id=1,RX,1.7557493929945,4962.096135173,5243.0160380521,14439673,5105745306
