Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1708950964,Device: id=0,TX,0.41593609954922,1177.4186098701,1243.968385798,423699,149923258
1708950965,Device: id=0,TX,0.29935526284406,845.64475807877,893.54160013382,732634,259011562
1708950966,Device: id=0,TX,0.37739028678832,1067.4847194965,1127.8671653826,1117565,395113356
1708950967,Device: id=0,TX,0.47058566421997,1326.0453592737,1401.3390655489,1588176,560877950
1708950968,Device: id=0,TX,2.3980837001633,6778.4249090631,7162.1183010892,3986289,1408191416
1708950969,Device: id=0,TX,3.3180467060342,9378.4992181054,9909.3866910709,7304377,2580518408
1708950970,Device: id=0,TX,3.3196508822228,9383.9153979586,9915.0595391143,10624050,3753515648
1708950971,Device: id=0,TX,3.3198328377248,9384.6486147115,9915.8218687475,13943905,4926604556
1708950972,Device: id=0,TX,3.3219483702653,9383.6352436874,9915.1469829298,17265856,6099559890
1708950973,Device: id=0,TX,3.3169117711335,9378.8642482521,9909.5701316334,20582786,7271924364
1708950974,Device: id=0,TX,3.3174543405781,9385.2799888416,9916.0726833341,23900284,8445099802
1708950975,Device: id=0,TX,3.3172512970713,9386.9405151103,9917.7007226417,27217582,9618483886
