Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1683667808,Device: id=0,TX,0.044053025975769,124.83306330435,131.88154746048,44101,15621998
1683667809,Device: id=0,TX,0.070305304440301,198.88358414415,210.1324328546,114468,40504262
1683667810,Device: id=0,TX,0.070481351706689,200.00460182536,211.28161809843,184968,65511452
1683667811,Device: id=0,TX,0.070951967096818,199.98694953775,211.33926427325,255974,90528858
1683667812,Device: id=0,TX,0.071149194976307,199.99113994138,211.37501113759,327176,115546304
1683667813,Device: id=0,TX,0.070631414550375,200.00715913347,211.30818546153,397865,140567582
1683667814,Device: id=0,TX,0.070803455912855,199.99198326783,211.32053621388,468682,165571362
1683667815,Device: id=0,TX,0.070626814222931,199.99262593856,211.29291621423,539309,190570506
1683667816,Device: id=0,TX,0.42201649686787,1197.9375401858,1265.4601796847,961332,340315006
1683667817,Device: id=0,TX,2.3923347811855,6765.0536765689,7147.8272415586,3353684,1185952802
1683667818,Device: id=0,TX,2.3946195657923,6775.4344808102,7158.5736113369,5748378,2032908438
1683667819,Device: id=0,TX,2.3978457033882,6771.6843417213,7155.3396542634,8146290,2879392384
