Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1659886100,Device: id=0,TX,0.14580369718289,412.74724014153,436.07583169079,145830,51604138
1659886101,Device: id=0,TX,0.66518178559269,1880.0831479506,1986.5122336455,811074,286636512
1659886102,Device: id=0,TX,0.70712952521126,1999.9345034407,2113.0752274745,1518244,536642634
1659886103,Device: id=0,TX,0.7084556117823,1999.941778323,2113.2946762081,2226756,786655254
1659886104,Device: id=0,TX,0.70696348462294,1999.8213276975,2112.9354852372,2933750,1036643710
1659886105,Device: id=0,TX,0.70660894769177,1999.9262123874,2112.9836440181,3640402,1286649718
1659886106,Device: id=0,TX,0.70931848788155,1999.9409558373,2113.4319138983,4349771,1536660140
1659886107,Device: id=0,TX,0.70835040926765,1999.9750253804,2113.3110908632,5058173,1786675226
1659886108,Device: id=0,TX,0.7074903287904,1999.9020291561,2113.1004817626,5765711,2036679824
1659886109,Device: id=0,TX,0.7067785857915,1999.9472259333,2113.0317996599,6472496,2286675496
1659886110,Device: id=0,TX,0.70768530384269,2000.0412036907,2113.2708523056,7180210,2536690784
1659886111,Device: id=0,TX,0.70712749925568,1999.8450345779,2112.9854344588,7887380,2786686438
