Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1658143989,Device: id=0,TX,0.062410185320481,177.23870348819,187.22433313947,62437,22163348
1658143990,Device: id=0,TX,0.17236414739062,489.14680116607,516.72506474857,234823,83314450
1658143991,Device: id=0,TX,0.17790708349446,499.99219329221,528.45732665132,412777,145829956
1658143992,Device: id=0,TX,0.17761149662565,499.98762648138,528.40546594149,590444,208347940
1658143993,Device: id=0,TX,0.17685106785742,499.98393994079,528.28011079798,767342,270862518
1658143994,Device: id=0,TX,0.17690867111361,499.99820371359,528.30359109177,944273,333370182
1658143995,Device: id=0,TX,0.17685511646819,499.98633834324,528.28315697815,1121169,395882922
1658143996,Device: id=0,TX,0.17738388562379,499.99224466403,528.37366636384,1298580,458391506
1658143997,Device: id=0,TX,0.17577010436316,499.98558852291,528.10880522102,1474358,520892512
1658143998,Device: id=0,TX,0.18285370323094,516.37772211238,545.63431462933,1657242,585450422
1658143999,Device: id=0,TX,0.35368263065087,999.96161808006,1056.5508389842,2011001,710472614
1658144000,Device: id=0,TX,0.35415590300476,999.97555256695,1056.6404970477,2365180,835477710
