skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
11253844.0,2524340.0,1626254.0,99308524.0,8357510.0,154.0,369418.0,5195120112.0,1489614.0,149646.0,1458366.0,4752356.0,224.0,386722.0,0,1034726,1476608,97850158,3605154,0,0,10615052,125132,4353552,10900358,0,27678,164388,113255128,0,9758,132034,0,27608,164794,0.0,125132.0,4343794.0,10768324.0,0.0,70.0,0.0
11331012.0,2930424.0,2270044.0,96209358.0,8294986.0,154.0,410396.0,10038.0,1360128.0,227066.0,1514646.0,4746798.0,0.0,420518.0,11320974,1570296,2042978,94694712,3548188,154,0,10586744,125076,4677974,10239222,0,27790,163142,6511134,14,41958,104370,0,27762,165648,4075610.0,125062.0,4636016.0,10134852.0,0.0,28.0,0.0
11399206.0,3003042.0,1657054.0,100159528.0,8274504.0,126.0,398566.0,7196.0,1296876.0,283458.0,1488480.0,4714514.0,0.0,389144.0,11392010,1706166,1373596,98671048,3559990,126,9422,10611048,126252,4376596,10041766,0,27748,163002,6429052,14,10906,48188,0,28056,166908,4181996.0,126238.0,4365690.0,9993578.0,0.0,0.0,0.0
11592280.0,2955498.0,1678404.0,100657102.0,8198302.0,140.0,417354.0,10514.0,1241702.0,320978.0,1471470.0,4699674.0,0.0,432880.0,11581766,1713796,1357426,99185632,3498628,140,0,10702370,123494,4409314,10521910,0,27860,161714,6226570,14,9044,59570,0,28070,167062,4475800.0,123480.0,4400270.0,10462340.0,0.0,0.0,0.0
11581262.0,3009370.0,1847398.0,100305506.0,8143716.0,140.0,425698.0,10038.0,1191750.0,331926.0,1468754.0,4713982.0,0.0,390698.0,11571224,1817620,1515472,98836752,3429734,140,35000,10710252,124124,4514664,11777794,0,27706,164556,6182148,14,5992,414162,0,28168,162498,4528104.0,124110.0,4508672.0,11363632.0,0.0,0.0,2058.0
11611152.0,2990498.0,2374246.0,100804410.0,8215200.0,112.0,421988.0,15918.0,1162448.0,60508.0,1491896.0,4793320.0,0.0,432698.0,11595234,1828050,2313738,99312514,3421880,112,0,10717364,124586,4882192,10472966,0,27790,162708,6368936,14,35504,338982,0,28168,163926,4348428.0,124572.0,4846688.0,10133984.0,0.0,0.0,0.0
11607960.0,3023958.0,1961610.0,101942022.0,8170260.0,0.0,426342.0,7588.0,1131480.0,316582.0,1476034.0,4651920.0,140.0,395486.0,11600372,1892478,1645028,100465988,3518340,0,30856,10705240,124796,4685002,11028962,0,28140,162764,6433910,14,19572,77084,0,28028,163954,4271330.0,124782.0,4665430.0,10951878.0,0.0,112.0,0.0
11591818.0,2997232.0,2473632.0,102910052.0,8159396.0,0.0,318542.0,15372.0,1111642.0,302134.0,1413076.0,4624816.0,112.0,248276.0,11576446,1885590,2171498,101496976,3534580,0,70266,10701166,123130,5420226,10275902,0,28028,163898,6340068,14,13496,65044,0,28056,178318,4361098.0,123116.0,5406730.0,10210858.0,0.0,0.0,0.0
11613294.0,3272836.0,2453304.0,112055664.0,8188250.0,0.0,484960.0,16674.0,1137094.0,204918.0,1238622.0,4470046.0,140.0,490028.0,11596620,2135742,2248386,110817042,3718204,0,0,10666124,124334,5712462,10515820,0,27944,161658,6959624,0,148092,90916,0,27608,162974,3706500.0,124334.0,5564370.0,10424904.0,0.0,336.0,0.0
11767462.0,3365474.0,2753632.0,112089474.0,8200920.0,0.0,502586.0,11004.0,1077482.0,316736.0,1222410.0,4432064.0,140.0,502474.0,11756458,2287992,2436896,110867064,3768856,0,112,10676568,125468,5282088,9961686,0,28154,163002,6549088,0,11788,19796,0,27692,162624,4127480.0,125468.0,5270300.0,9941890.0,0.0,462.0,378.0
11732756.0,3352664.0,2250836.0,113155140.0,8178296.0,224.0,485506.0,3038.0,1037162.0,295064.0,1254540.0,4411932.0,140.0,488894.0,11729718,2315502,1955772,111900600,3766364,84,0,10650038,125118,6079696,10042606,0,27916,161602,6360592,0,15386,28056,0,27608,163156,4289446.0,125118.0,6064310.0,10014550.0,0.0,308.0,0.0
7073416.0,2378124.0,2685130.0,89442458.0,4625922.0,140.0,449498.0,2240.0,625030.0,260260.0,1223082.0,2708314.0,140.0,451836.0,7071176,1753094,2424870,88219376,1917608,0,0,6069224,73262,6787914,7324352,0,16016,94234,6033062,0,2632,25522,0,15974,93828,36162.0,73262.0,6785282.0,7298830.0,0.0,42.0,406.0
