skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
11337816,2685144,4515182,94503010,8244600,0,410942,2085216700,1479744,13790,1499624,4817064,140,404390,0,1205400,4501392,93003386,3427536,0,6552,10713234,124670,5363022,10521154,0,28056,165368,82665072,0,714,383446,0,27650,164094,0,124670,5362308,10137708,0,406,1274
11310124,2865380,2445506,97077638,8298990,0,423934,12166,1371482,15568,1677466,4703258,112,417368,11297958,1493898,2429938,95400172,3595732,0,6566,10592498,124810,5653662,10507966,0,28196,164640,6481006,0,42,139594,0,27748,165382,4111492,124810,5653620,10368372,0,448,0
11400200,2929192,1698298,97537272,8289974,0,418572,9758,1296316,18256,1849106,4695824,154,406182,11390442,1632876,1680042,95688166,3594150,0,12390,10582642,125874,4620644,10675546,0,28126,165340,6338458,0,0,180138,0,27958,164934,4244184,125874,4620644,10495408,0,168,406
11435886,2982812,1690794,101253852,8314600,0,422674,7028,1240624,29498,1778798,4612804,140,419146,11428858,1742188,1661296,99475054,3701796,0,3528,10612112,125230,4377618,10331958,0,27944,163268,6264692,0,28,193410,0,27902,163436,4347420,125230,4377590,10138548,0,42,0
11474078,3026310,1687364,101093342,8301188,0,432418,5768,1182748,19418,1889594,4635638,140,428274,11468310,1843562,1667946,99203748,3665550,0,4144,10610586,124894,4433828,10455550,0,28140,163492,6185942,0,56,199318,0,27762,164458,4424644,124894,4433772,10256232,0,378,0
11505676,3029138,1618316,101180660,8284654,140,423010,5586,1159354,31990,1833566,4640524,140,440916,11500090,1869784,1586326,99347094,3644130,0,0,10614296,125692,4556552,10435110,0,27762,161546,6270754,0,2128,595518,0,27720,166670,4343542,125692,4554424,9839592,0,42,0
11497304,3056158,1655234,100786588,8277388,140,430990,4354,1123220,35266,1891484,4663904,140,445984,11492950,1932938,1619968,98895104,3613484,0,0,10613512,125090,4555572,10613176,0,27692,162596,6335070,0,2212,242354,0,27734,165438,4278442,125090,4553360,10370822,0,0,0
11517240,3064292,1744890,98673834,8195628,140,311416,4340,1108324,71218,1831970,4687382,0,318276,11512900,1955968,1673672,96841864,3508246,140,0,10609564,125090,4432358,11420626,0,27272,154980,6327328,0,2520,170968,0,30730,162134,4282236,125090,4429838,11249658,0,0,0
9428930,3188304,2194122,108109918,8081934,140,512624,49924,1167278,29302,1347178,4672794,0,547428,9379006,2021026,2164820,106762740,3409140,140,0,10787126,127176,5419456,11641280,0,27874,162680,6754916,0,91350,271138,0,28070,164766,4032210,127176,5328106,11370142,0,0,0
11926684,3475766,2426956,109095154,8096018,112,519638,4088,1059128,47278,1232098,4791346,0,545048,11922596,2416638,2379678,107863056,3304672,112,0,10777158,126784,5259716,11608324,0,27776,161042,6565734,0,9982,80850,0,28000,165074,4211424,126784,5249734,11527474,0,0,0
11955594,3489724,2820930,110651576,8124424,140,519204,5838,1042328,36008,1231664,4643044,0,531454,11949756,2447396,2784922,109419912,3481380,140,0,10787364,127134,5648468,12916330,0,27720,161182,6371106,0,5796,81480,0,28182,164458,4416258,127134,5642672,12834850,0,0,0
11786740,3508736,2887346,90240192,4686052,140,472542,32928,1029728,44310,1251320,2870952,0,474180,11753812,2479008,2843036,88988872,1815100,140,0,10715446,127946,5631640,9724890,0,16240,96572,6392876,0,48678,29442,0,16366,95130,4322570,127946,5582962,9695448,0,0,1442
