Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1683757075,Device: id=0,TX,2.9282883669067,1593.0323275582,2061.5584662632,2928356,199133760
1683757076,Device: id=0,TX,8.0099950446691,4357.3969845615,5638.9961917086,10938403,743811916
1683757077,Device: id=0,TX,8.1649345881629,4441.7259839578,5748.1155180639,19103352,1299028644
1683757078,Device: id=0,TX,8.175988675148,4447.7372312818,5755.8954193055,27279358,1854996976
1683757079,Device: id=0,TX,8.189571821988,4455.1286391569,5765.4601306749,35468954,2411889700
1683757080,Device: id=0,TX,8.1813418262428,4450.6493454792,5759.664037678,43650338,2968223736
1683757081,Device: id=0,TX,8.0947288712825,4403.5329859762,5698.6896053814,51745092,3518667068
1683757082,Device: id=0,TX,8.1521582287559,4434.7756444317,5739.1209610326,59897310,4073018088
1683757083,Device: id=0,TX,7.3239226330322,3984.2220083581,5156.0496296432,67221243,4571046544
1683757084,Device: id=0,TX,2.9428943969547,1600.925240075,2071.7883435877,70164179,4771165028
1683757085,Device: id=0,TX,2.9427648311179,1600.8743400438,2071.7167130227,73106968,4971275964
1683757086,Device: id=0,TX,2.9430227732974,1600.9950768074,2071.8787205349,76050033,5171403220
