Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1659885360,Device: id=1,RX,0.13635789629863,385.67285409299,407.49011750077,149291,52781584
1659885361,Device: id=1,RX,0.70552017337683,1996.2018473006,2109.0850750409,855007,302376074
1659885362,Device: id=1,RX,0.70500582892917,1996.6585191502,2109.4594517789,1560188,552020402
1659885363,Device: id=1,RX,0.70532154329959,1997.4756493067,2110.3270962346,2265694,801770156
1659885364,Device: id=1,RX,0.70648496469822,1996.4309967827,2109.4685911345,2972183,1051325456
1659885365,Device: id=1,RX,0.70500866290601,1996.4404597538,2109.2418458188,3677223,1300891606
1659885366,Device: id=1,RX,0.7057507054892,1995.9655140638,2108.8856269421,4382981,1550389874
1659885367,Device: id=1,RX,0.70631953298152,1996.1399912349,2109.1511165119,5089309,1799910364
1659885368,Device: id=1,RX,0.70703109256944,1996.7603381771,2109.8853129882,5796362,2049513140
1659885369,Device: id=1,RX,0.70373420848882,1995.0122334154,2107.6097067736,6500109,2298894202
1659885370,Device: id=1,RX,0.70520076531739,1996.7987029728,2109.6308254236,7205326,2548499786
1659885371,Device: id=1,RX,0.69722872720934,1973.3633253525,2084.919921706,7902584,2795180558
