Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1707814834,Device: id=0,TX,0.2626452170953,744.3412004443,786.36443517955,264542,93716088
1707814835,Device: id=0,TX,0.21198762277702,601.34533985975,635.26335950407,480623,170335716
1707814836,Device: id=0,TX,0.23897655844627,675.01913321523,713.25538256663,724381,256401330
1707814837,Device: id=0,TX,0.47679964697685,1346.044123387,1422.3320669033,1201181,424656970
1707814838,Device: id=0,TX,1.7564677974048,4960.8725853799,5241.9074329647,2957656,1044768586
1707814839,Device: id=0,TX,1.7550966923182,4962.8349035368,5243.6503743077,4712782,1665133308
1707814840,Device: id=0,TX,1.8139206735868,5132.4005266237,5422.6278343976,6526707,2306684904
1707814841,Device: id=0,TX,2.5290435343175,7155.0409315352,7559.687897026,9055771,3201072258
1707814842,Device: id=0,TX,2.5297818839367,7158.0103907112,7562.775492141,11585591,4095837038
1707814843,Device: id=0,TX,2.5265524112941,7150.9722108044,7555.2205966114,14112214,4989733538
1707814844,Device: id=0,TX,2.5309328879048,7155.7931457167,7560.7424077815,16643169,5884215496
1707814845,Device: id=0,TX,2.5316653836878,7158.3450263888,7563.4114877789,19174896,6779030402
