,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-27,09:18:30.599,  149.93,  207.20,  534.70,  397.34,,,,,  684.63,  604.54,1994146805, 1289.17,  219.12,   10.97,  216.83,    7.79,,,,,  435.95,   18.76,1994341650,  454.71,   1120.57,    623.30,   1743.88
2024-02-27,09:18:31.599,  157.99,  216.58,  565.59,  418.31,,,,,  723.58,  634.89,2133485296, 1358.47,  220.59,    6.82,  219.12,    3.46,,,,,  439.71,   10.29,2133623055,  450.00,   1163.29,    645.18,   1808.47
2024-02-27,09:18:32.599,  157.90,  214.13,  564.69,  415.70,,,,,  722.59,  629.84,2135156563, 1352.43,  214.74,    5.99,  212.77,    2.60,,,,,  427.50,    8.59,2135009156,  436.09,   1150.09,    638.42,   1788.52
2024-02-27,09:18:33.599,  151.01,  208.70,  543.57,  404.51,,,,,  694.58,  613.21,2132851210, 1307.79,  210.75,    5.58,  207.69,    2.17,,,,,  418.44,    7.74,2132869172,  426.18,   1113.02,    620.95,   1733.97
2024-02-27,09:18:34.599,  149.58,  207.44,  538.72,  401.50,,,,,  688.30,  608.94,2132778577, 1297.24,  210.76,    6.23,  207.37,    2.84,,,,,  418.13,    9.07,2132632780,  427.20,   1106.42,    618.01,   1724.43
2024-02-27,09:18:35.599,  149.06,  206.29,  536.43,  399.30,,,,,  685.49,  605.59,2133047855, 1291.08,  214.16,    6.99,  211.01,    3.59,,,,,  425.17,   10.58,2133047288,  435.75,   1110.66,    616.17,   1726.83
2024-02-27,09:18:36.600,  147.62,  203.92,  531.80,  395.72,,,,,  679.41,  599.65,2132825117, 1279.06,  215.69,    7.31,  213.30,    3.89,,,,,  428.99,   11.21,2133068640,  440.20,   1108.40,    610.85,   1719.25
2024-02-27,09:18:37.600,  145.97,  203.60,  526.92,  393.78,,,,,  672.90,  597.38,2135142990, 1270.27,  214.85,    5.57,  212.21,    2.16,,,,,  427.07,    7.73,2135147257,  434.80,   1099.96,    605.10,   1705.07
2024-02-27,09:18:38.600,  147.30,  206.65,  529.01,  397.31,,,,,  676.31,  603.96,2133252916, 1280.27,  221.92,   12.71,  219.39,    9.27,,,,,  441.31,   21.98,2133291989,  463.29,   1117.62,    625.94,   1743.56
2024-02-27,09:18:39.600,  144.97,  207.56,  519.19,  395.17,,,,,  664.16,  602.73,2133270938, 1266.89,  248.50,   17.05,  245.64,   13.64,,,,,  494.14,   30.69,2133215345,  524.84,   1158.31,    633.42,   1791.73
2024-02-27,09:18:40.600,  138.85,  198.31,  502.62,  381.61,,,,,  641.47,  579.92,2133202438, 1221.39,  222.29,    6.96,  219.46,    3.56,,,,,  441.75,   10.52,2133092143,  452.27,   1083.22,    590.44,   1673.66
