skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
11464726,2643802,1690556,97164116,8257732,0,403368,10230547208,1468670,29512,1585206,4960228,140,403816,0,1175132,1661044,95578910,3297504,0,0,10773420,122934,4625180,11002950,0,28168,164206,128390430,0,518,271264,0,27776,162876,0,122934,4624662,10731686,0,392,1330
11321506,2803248,1694952,98559118,8287188,0,415800,44758,1378076,16492,1520778,4894386,140,411488,11276748,1425172,1678460,97038340,3392802,0,4312,10618370,123214,4879252,11204550,0,28042,164346,6600650,0,56,136024,0,27804,164122,4017720,123214,4879196,11068526,0,238,224
11454450,2824794,2107154,102067532,8327214,0,411880,10234,1309546,22554,1470980,4748254,140,408814,11444216,1515248,2084600,100596552,3578960,0,3066,10659782,123858,5332124,10585960,0,28182,164626,6430004,0,42,20468,0,27846,162904,4229778,123858,5332082,10565492,0,336,1722
11545884,2938950,2196838,103026728,8305066,0,243446,10164,1254134,29988,1452402,4783142,140,415590,11535720,1684816,2166850,101574326,3521924,0,0,10682840,125258,5362924,11104576,0,28224,161434,6312376,0,28,22288,0,27790,162750,4370464,125258,5362896,11082288,0,434,0
11620952,3134264,3564862,96117812,8381912,140,516656,103320,1195054,18900,1930474,4852736,140,518448,11517632,1939210,3545962,94187338,3529176,0,0,10654630,124362,6828150,20476092,0,28168,163366,6347180,0,812,1346366,0,27748,163016,4307450,124362,6827338,19129726,0,420,350
11805752,3307416,2040486,115365516,8210426,224,516908,6174,1149092,30058,1239686,4447030,140,524342,11799578,2158324,2010428,114125830,3763396,84,0,10693130,123620,5584782,11485012,0,27734,163058,6814304,0,2730,531454,0,27804,164598,3878826,123620,5582052,10953558,0,0,0
11841228,3347848,2069942,116404442,8248464,140,517090,1694,1103886,29176,1280426,4342268,112,528360,11839534,2243962,2040766,115124016,3906196,28,0,10691506,124488,5559106,10828160,0,27762,162106,6587196,0,2282,43288,0,27860,163436,4104310,124488,5556824,10784872,0,0,0
11813998,3417106,2083508,115980158,8179430,154,516992,3444,1053696,38528,1268078,4405716,0,523194,11810554,2363410,2044980,114712080,3773714,154,0,10709230,126560,5473230,10520440,0,27804,161336,6369762,0,2114,305326,0,28070,165690,4339468,126560,5471116,10215114,0,0,0
11655490,3452400,2047220,117332348,8140510,140,516306,1960,1034292,34244,1259328,4355806,0,530586,11653530,2418108,2012976,116073020,3784704,140,0,10527300,127652,5807564,10656072,0,27860,163814,6388354,0,2744,72072,0,27972,164976,4138946,127652,5804820,10584000,0,0,0
11995228,3451952,2043356,114796878,8144892,140,523558,2100,1017226,29778,1246476,4429978,0,529466,11993128,2434726,2013578,113550402,3714914,140,0,10752952,125902,5362490,10460562,0,27776,163562,6381662,0,2310,288232,0,28000,164668,4371290,125902,5360180,10172330,0,0,0
11932578,3467072,2135378,114773904,8133944,140,522298,3304,996744,37674,1274854,4429656,0,528332,11929274,2470328,2097704,113499050,3704288,140,0,10758650,125748,5369420,10426206,0,27958,162498,6300448,0,5404,21896,0,28070,163380,4458202,125748,5364016,10404310,0,0,0
11935700,3488002,1664362,75168646,3339868,140,381346,2786,977410,78764,1061928,2042488,0,387072,11932914,2510592,1585598,74106718,1297380,140,0,10760008,126882,4592658,6947486,0,11634,68824,6343470,0,9884,271628,0,11704,68488,4416538,126882,4582774,6675858,0,0,336
