skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
15310036.0,3699248.0,1887914.0,120490076.0,11719106.0,140.0,536004.0,1174318348.0,1985186.0,58478.0,1156330.0,6231806.0,0.0,537432.0,0.0,1714062.0,1829436.0,119333746.0,5487300.0,140.0,0.0,14877660.0,175518.0,4618460.0,13200992.0,0.0,39032.0,228466.0,252737912.0,0.0,3920.0,140336.0,0.0,38864.0,232750.0,0.0,175518.0,4614540.0,13060656.0,0.0,168.0,0.0
16051154.0,3806194.0,1758274.0,123633762.0,11679850.0,140.0,552160.0,9856.0,1746010.0,36862.0,1222354.0,6086206.0,0.0,527884.0,16041298.0,2060184.0,1721412.0,122411408.0,5593644.0,140.0,24276.0,15208634.0,173390.0,4695754.0,12785598.0,0.0,38752.0,232204.0,8958376.0,0.0,2562.0,47628.0,0.0,38962.0,229166.0,6250258.0,173390.0,4693192.0,12737970.0,0.0,0.0,3038.0
16132242.0,3900092.0,1730764.0,124696460.0,11632838.0,140.0,546322.0,8946.0,1583358.0,59024.0,1230166.0,6001296.0,0.0,533722.0,16123296.0,2316734.0,1671740.0,123466294.0,5631542.0,140.0,12600.0,15219274.0,174006.0,4717300.0,12872496.0,0.0,38710.0,232414.0,8826230.0,0.0,2352.0,51912.0,0.0,38990.0,229936.0,6393044.0,174006.0,4714948.0,12820584.0,0.0,0.0,2478.0
16119586.0,3936114.0,1753178.0,126253092.0,11543952.0,0.0,565110.0,14406.0,1468166.0,29442.0,1263962.0,5984342.0,140.0,516712.0,16105180.0,2467948.0,1723736.0,124989130.0,5559610.0,0.0,48398.0,15199142.0,173334.0,4742150.0,12851650.0,0.0,39256.0,232652.0,8591142.0,0.0,2282.0,45108.0,0.0,39298.0,229376.0,6608000.0,173334.0,4739868.0,12806542.0,0.0,0.0,3276.0
16203698.0,3876110.0,1855882.0,124621196.0,11481064.0,0.0,577766.0,7112.0,1391334.0,17556.0,1264368.0,5999532.0,140.0,526680.0,16196586.0,2484776.0,1838326.0,123356828.0,5481532.0,0.0,51086.0,15191120.0,170198.0,4858532.0,13733132.0,0.0,39326.0,232540.0,8388758.0,0.0,14.0,80150.0,0.0,39046.0,228452.0,6802362.0,170198.0,4858518.0,13652982.0,0.0,280.0,4088.0
16171652.0,3994396.0,1905918.0,128450546.0,11497150.0,0.0,578032.0,7504.0,1317232.0,27300.0,1242262.0,5913866.0,140.0,493892.0,16164148.0,2677164.0,1878618.0,127208284.0,5583284.0,0.0,84140.0,15168048.0,172326.0,4784864.0,13211492.0,0.0,39018.0,231560.0,8666658.0,0.0,56.0,258314.0,0.0,39032.0,228858.0,6501390.0,172326.0,4784808.0,12953178.0,0.0,0.0,2702.0
16003008.0,3991246.0,1949080.0,128411108.0,11566310.0,0.0,565250.0,6034.0,1301328.0,20832.0,1247974.0,5918276.0,140.0,509376.0,15996974.0,2689918.0,1928248.0,127163134.0,5648034.0,0.0,55874.0,15073758.0,171094.0,4740932.0,12784870.0,0.0,39200.0,230790.0,8715644.0,0.0,42.0,89208.0,0.0,38962.0,229348.0,6358114.0,171094.0,4740890.0,12695662.0,0.0,238.0,1442.0
16000894.0,4009404.0,1960924.0,128239146.0,11617592.0,0.0,449932.0,5838.0,1256542.0,40152.0,1221962.0,5876220.0,140.0,417242.0,15995056.0,2752862.0,1920772.0,127017184.0,5741372.0,0.0,32690.0,14981274.0,171206.0,4646362.0,12703936.0,0.0,39634.0,227024.0,8579998.0,0.0,56.0,38668.0,0.0,38766.0,228802.0,6401276.0,171206.0,4646306.0,12665268.0,0.0,868.0,0.0
15943186.0,4151476.0,2487086.0,133119630.0,11294038.0,0.0,585522.0,12474.0,1299690.0,22148.0,1087604.0,5802748.0,140.0,571228.0,15930712.0,2851786.0,2464938.0,132032026.0,5491290.0,0.0,14294.0,14878962.0,171486.0,5341140.0,12914524.0,0.0,39242.0,224840.0,9603972.0,0.0,98.0,89964.0,0.0,38878.0,229460.0,5274990.0,171486.0,5341042.0,12824560.0,0.0,364.0,0.0
16099342.0,4168626.0,2396674.0,133977746.0,11542636.0,0.0,583632.0,2982.0,1215424.0,27860.0,1101310.0,5907650.0,140.0,565166.0,16096360.0,2953202.0,2368814.0,132876436.0,5634986.0,0.0,18466.0,14974722.0,172046.0,5418882.0,13043072.0,0.0,39270.0,223090.0,9190524.0,0.0,42.0,35266.0,0.0,38976.0,229978.0,5784198.0,172046.0,5418840.0,13007806.0,0.0,294.0,0.0
16005332.0,4249154.0,2362584.0,132288450.0,11462640.0,140.0,575148.0,3388.0,1160922.0,26936.0,1114036.0,5846512.0,140.0,570402.0,16001944.0,3088232.0,2335648.0,131174414.0,5616128.0,0.0,4746.0,14871780.0,172606.0,5588744.0,13519828.0,0.0,38892.0,223594.0,8977808.0,0.0,126.0,169176.0,0.0,38822.0,232568.0,5893972.0,172606.0,5588618.0,13350652.0,0.0,70.0,0.0
16035838.0,4257036.0,2299178.0,133466186.0,11504808.0,112.0,575848.0,2842.0,1142722.0,46368.0,1104740.0,6017816.0,112.0,578018.0,16032996.0,3114314.0,2252810.0,132361446.0,5486992.0,0.0,0.0,14910350.0,173516.0,5486740.0,13178900.0,0.0,38920.0,225162.0,8990366.0,0.0,2366.0,19222.0,0.0,38766.0,232442.0,5919984.0,173516.0,5484374.0,13159678.0,0.0,154.0,0.0
