SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
  109.92,  286.87,  399.35,  439.85,  509.27,  726.71,1793044748, 1235.98,  360.82,   27.00,  356.36,   23.89,  717.18,   50.89,1793080763,  768.07,   1226.45,    777.60,   2004.05
  111.67,  310.98,  412.21,  474.67,  523.88,  785.65,2133421295, 1309.53,  392.54,    7.24,  389.51,    3.80,  782.05,   11.04,2133560385,  793.09,   1305.93,    796.69,   2102.62
  105.94,  292.79,  388.86,  446.99,  494.81,  739.78,2132910136, 1234.59,  378.84,    6.74,  374.94,    3.35,  753.78,   10.09,2132782960,  763.87,   1248.59,    749.87,   1998.46
  103.82,  290.78,  380.48,  441.70,  484.31,  732.48,2132668911, 1216.78,  373.50,    6.18,  370.16,    2.80,  743.67,    8.98,2132633366,  752.65,   1227.97,    741.46,   1969.43
  100.37,  281.54,  370.02,  429.27,  470.39,  710.81,2134757439, 1181.21,  371.18,    6.45,  368.82,    3.03,  739.99,    9.48,2134790695,  749.47,   1210.39,    720.29,   1930.68
  100.34,  281.25,  369.24,  428.60,  469.58,  709.85,2132607923, 1179.43,  373.66,    7.62,  371.15,    4.21,  744.81,   11.83,2132559202,  756.64,   1214.39,    721.68,   1936.07
   98.47,  277.85,  362.13,  422.58,  460.60,  700.42,2132563019, 1161.02,  370.83,    6.53,  369.59,    3.11,  740.42,    9.65,2132589605,  750.07,   1201.02,    710.07,   1911.09
   98.28,  279.26,  362.02,  424.02,  460.30,  703.28,2134710947, 1163.58,  368.19,    6.33,  368.21,    2.89,  736.40,    9.21,2134650118,  745.61,   1196.70,    712.49,   1909.19
   96.86,  273.65,  356.45,  416.32,  453.30,  689.97,2132574531, 1143.27,  373.81,    7.43,  371.53,    4.04,  745.33,   11.47,2132584080,  756.81,   1198.63,    701.45,   1900.08
   96.93,  273.79,  356.23,  416.32,  453.15,  690.10,2134674520, 1143.26,  369.62,    6.53,  367.71,    3.12,  737.34,    9.65,2134668020,  746.99,   1190.49,    699.75,   1890.24
   98.32,  276.58,  360.12,  420.27,  458.44,  696.85,2132828320, 1155.29,  385.29,   15.43,  382.87,   11.88,  768.16,   27.31,2132920510,  795.47,   1226.60,    724.16,   1950.77
  101.97,  300.14,  371.93,  448.64,  473.90,  748.78,2132990251, 1222.69,  425.94,   20.07,  421.36,   16.65,  847.30,   36.72,2132929137,  884.01,   1321.20,    785.50,   2106.70
