,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-03-05,12:55:20.071,  109.92,  286.87,  399.35,  439.85,,,,,  509.27,  726.71,1793044748, 1235.98,  360.82,   27.00,  356.36,   23.89,,,,,  717.18,   50.89,1793080763,  768.07,   1226.45,    777.60,   2004.05
2024-03-05,12:55:21.071,  111.67,  310.98,  412.21,  474.67,,,,,  523.88,  785.65,2133421295, 1309.53,  392.54,    7.24,  389.51,    3.80,,,,,  782.05,   11.04,2133560385,  793.09,   1305.93,    796.69,   2102.62
2024-03-05,12:55:22.071,  105.94,  292.79,  388.86,  446.99,,,,,  494.81,  739.78,2132910136, 1234.59,  378.84,    6.74,  374.94,    3.35,,,,,  753.78,   10.09,2132782960,  763.87,   1248.59,    749.87,   1998.46
2024-03-05,12:55:23.072,  103.82,  290.78,  380.48,  441.70,,,,,  484.31,  732.48,2132668911, 1216.78,  373.50,    6.18,  370.16,    2.80,,,,,  743.67,    8.98,2132633366,  752.65,   1227.97,    741.46,   1969.43
2024-03-05,12:55:24.072,  100.37,  281.54,  370.02,  429.27,,,,,  470.39,  710.81,2134757439, 1181.21,  371.18,    6.45,  368.82,    3.03,,,,,  739.99,    9.48,2134790695,  749.47,   1210.39,    720.29,   1930.68
2024-03-05,12:55:25.071,  100.34,  281.25,  369.24,  428.60,,,,,  469.58,  709.85,2132607923, 1179.43,  373.66,    7.62,  371.15,    4.21,,,,,  744.81,   11.83,2132559202,  756.64,   1214.39,    721.68,   1936.07
2024-03-05,12:55:26.072,   98.47,  277.85,  362.13,  422.58,,,,,  460.60,  700.42,2132563019, 1161.02,  370.83,    6.53,  369.59,    3.11,,,,,  740.42,    9.65,2132589605,  750.07,   1201.02,    710.07,   1911.09
2024-03-05,12:55:27.072,   98.28,  279.26,  362.02,  424.02,,,,,  460.30,  703.28,2134710947, 1163.58,  368.19,    6.33,  368.21,    2.89,,,,,  736.40,    9.21,2134650118,  745.61,   1196.70,    712.49,   1909.19
2024-03-05,12:55:28.072,   96.86,  273.65,  356.45,  416.32,,,,,  453.30,  689.97,2132574531, 1143.27,  373.81,    7.43,  371.53,    4.04,,,,,  745.33,   11.47,2132584080,  756.81,   1198.63,    701.45,   1900.08
2024-03-05,12:55:29.073,   96.93,  273.79,  356.23,  416.32,,,,,  453.15,  690.10,2134674520, 1143.26,  369.62,    6.53,  367.71,    3.12,,,,,  737.34,    9.65,2134668020,  746.99,   1190.49,    699.75,   1890.24
2024-03-05,12:55:30.073,   98.32,  276.58,  360.12,  420.27,,,,,  458.44,  696.85,2132828320, 1155.29,  385.29,   15.43,  382.87,   11.88,,,,,  768.16,   27.31,2132920510,  795.47,   1226.60,    724.16,   1950.77
