Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1709639715,Device: id=1,RX,0.15673349199563,378.14784449016,403.22520320946,188031,56707168
1709639716,Device: id=1,RX,0.20609834102229,512.46641222003,545.44214678359,399214,122345854
1709639717,Device: id=1,RX,0.26117743665244,680.26043781572,722.04882768011,662481,208058716
1709639718,Device: id=1,RX,0.35044786918849,943.59509618832,999.66675525848,1022526,329238186
1709639719,Device: id=1,RX,2.1649114558653,6077.8280524828,6424.2138854212,3187473,1088979166
1709639720,Device: id=1,RX,3.0378738538964,8558.1044457751,9044.1642623985,6225381,2158754246
1709639721,Device: id=1,RX,3.1387135170049,8875.5553240534,9377.7494867742,9364103,3268201660
1709639722,Device: id=1,RX,3.141487980969,8882.3343873095,9384.9724642645,12505642,4378511490
1709639723,Device: id=1,RX,3.1476479263716,8897.1159725961,9400.7396408156,15653353,5490673272
1709639724,Device: id=1,RX,3.1397887522218,8873.4346253826,9375.8008257381,18793177,6599865052
1709639725,Device: id=1,RX,3.1414236899676,8892.8905169292,9395.518307324,21934631,7711487092
1709639726,Device: id=1,RX,3.144454092817,8893.2850912609,9396.3977461116,25079131,8823163958
