Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1677165064,Device: id=1,RX,0,0,0,0,0
1677165065,Device: id=1,RX,0,0,0,0,0
1677165066,Device: id=1,RX,6.7441245428981,3668.8129352379,4747.8728621016,6744197,458606544
1677165067,Device: id=1,RX,9.5960740074404,5220.2587560539,6755.6305972443,16340282,1111139636
1677165068,Device: id=1,RX,9.8566359976475,5362.0142707185,6939.0760303421,26196922,1781391692
1677165069,Device: id=1,RX,9.9052066055458,5388.4372254055,6973.2702822928,36102152,2454947936
1677165070,Device: id=1,RX,9.6507150482849,5249.9818502935,6794.0962580191,45752903,3111198112
1677165071,Device: id=1,RX,9.9426415168943,5408.8001851817,6999.6228278848,55695572,3787300004
1677165072,Device: id=1,RX,9.434667797745,5132.4554099926,6642.0022576318,65130287,4428860140
1677165073,Device: id=1,RX,7.3181837637629,3981.0973434692,5152.0067456713,72448495,4926498956
1677165074,Device: id=1,RX,7.2808373151511,3960.8037232845,5125.7376937086,79729373,5421602188
1677165075,Device: id=1,RX,7.3045790192722,3973.6571946644,5142.389837748,87033991,5918311988
