Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1659884179,Device: id=1,RX,0.12725365520973,359.79988756069,380.16047239425,146822,51890984
1659884180,Device: id=1,RX,0.68188258972864,1928.8816062434,2037.9828206,828754,293018656
1659884181,Device: id=1,RX,0.70635852482113,1998.0759058747,2111.0932698461,1535133,542785384
1659884182,Device: id=1,RX,0.70456717383529,1997.2812389778,2110.0119867914,2239760,792466738
1659884183,Device: id=1,RX,0.70495962225334,1997.9723799702,2110.7659195307,2944789,1042237864
1659884184,Device: id=1,RX,0.70655839066072,1996.2922783881,2109.3416208939,3651348,1291774614
1659884185,Device: id=1,RX,0.70600786000819,1996.404768928,2109.3660265293,4357359,1541326320
1659884186,Device: id=1,RX,0.70616560498748,1996.2138337547,2109.2003305527,5063582,1790873330
1659884187,Device: id=1,RX,0.7067095405171,1996.2897552245,2109.3632817073,5770327,2040422070
1659884188,Device: id=1,RX,0.70543306842666,1995.4234810386,2108.2927719869,6475810,2289867660
1659884189,Device: id=1,RX,0.70773113537759,1996.6215366418,2109.8585183022,7183587,2539461526
1659884190,Device: id=1,RX,0.62933055103718,1782.645894445,1883.338782611,7812921,2762293484
