Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1659883988,Device: id=1,RX,0.13262046437359,375.48110115567,396.70037545544,150003,53086916
1659883989,Device: id=1,RX,0.69102186619463,1959.8636563216,2070.4271549128,841070,298085874
1659883990,Device: id=1,RX,0.70457878835967,1996.7316174927,2109.4642236302,1545669,547684486
1659883991,Device: id=1,RX,0.7050366068684,1996.1454938088,2108.9513509077,2250748,797217676
1659883992,Device: id=1,RX,0.70662424003633,1996.6077670768,2109.6676454826,2957392,1046800626
1659883993,Device: id=1,RX,0.70798969275676,1997.5616498476,2110.8400006887,3665387,1296497704
1659883994,Device: id=1,RX,0.7072292877496,1996.1839947705,2109.3406808104,4372626,1546024130
1659883995,Device: id=1,RX,0.70601895128873,1996.086923059,2109.0499552652,5078683,1795548442
1659883996,Device: id=1,RX,0.70648549374507,1997.1523057151,2110.1899847143,5785202,2045204320
1659883997,Device: id=1,RX,0.70538636796088,1997.3531391886,2110.2149580623,6490591,2294874394
1659883998,Device: id=1,RX,0.70696478220385,1997.2598679269,2110.3742330795,7197596,2544546080
1659883999,Device: id=1,RX,0.65022195760053,1838.0971551947,1942.1326684108,7847867,2774325554
